0,-63.69636963696454
1,-63.08724832214853
2,-61.130742049470776
3,-67.21311475409905
4,-59.70695970696051
5,-59.86622073578684
6,-61.130742049470854
7,-62.962962962963786
8,-64.1693811074927
9,-50.81967213114823
10,-58.646616541354184
11,-64.96815286624287
12,-59.73154362416192
13,-52.56916996047507
14,-62.26415094339703
15,-62.848297213623184
16,-52.191235059761674
17,-60.2649006622525
18,-52.05479452054875
19,-56.08108108108189
20,-64.07185628742599
21,-53.06859205776244
22,-54.68277945619424
23,-59.18367346938857
24,-56.666666666667496
25,-52.218430034130485
26,-53.17725752508451
27,-59.37500000000083
28,-58.18815331010521
29,-56.521739130435506
30,-61.78343949044654
31,-61.805555555556246
32,-57.654723127036455
33,-52.5547445255482
34,-52.38095238095309
35,-56.989247311828656
36,-47.040498442368346
37,-35.25179856115158
38,-44.029850746269155
39,-43.89438943894451
40,-42.74809160305404
41,-46.3087248322155
42,-55.172413793104155
43,-46.308724832215475
44,-52.54237288135655
45,-60.91205211726454
46,-51.38888888888957
47,-67.63754045307485
48,-57.198443579767
49,-63.81578947368492
50,-56.52173913043533
51,-61.805555555556154
52,-41.36807817589647
53,-63.33333333333389
54,-37.00787401574829
55,-65.27777777777831
56,-67.6375404530748
57,-29.13385826771687
58,-68.75000000000031
59,-58.90410958904163
60,-38.93129770992389
61,-66.91176470588277
62,-62.732919254659095
63,-53.33333333333387
64,-60.65573770491861
65,-66.21621621621668
66,-57.89473684210582
67,-67.53246753246789
68,-68.55345911949719
69,-48.126801152738345
70,-63.503649635037064
71,-50.87719298245651
72,-32.43243243243245
73,-68.92655367231669
74,-68.35443037974723
75,-35.483870967742064
76,-30.000000000000313
77,-68.08510638297909
78,-69.89966555183973
79,-76.02739726027389
80,-66.25766871165692
81,-52.8985507246381
82,-26.573426573426577
83,-47.368421052631895
84,-70.23809523809548
85,-50.46439628483016
86,-36.10223642172541
87,-52.38095238095275
88,-77.84810126582259
89,-61.267605633803356
90,-66.96696696696743
91,-28.327645051194615
92,-34.64052287581718
93,-25.531914893617028
94,-30.31358885017424
95,-64.9122807017549
96,-44.078947368421396
97,-54.88721804511325
98,-41.634241245136366
99,-70.47970479704816
100,-32.384341637010756
101,-43.21766561514222
102,-69.69696969696996
103,-26.829268292682947
104,-62.711864406780194
105,-33.09859154929585
106,-25.53191489361707
107,-57.29537366548089
108,-52.554744525547775
109,-48.2200647249194
110,-39.06810035842312
111,-30.921052631579002
112,-26.739926739926688
113,-40.972222222222456
114,20.8791208791199
115,-72.69624573378846
116,-26.056338028168934
117,-70.29702970297049
118,-26.573426573426712
119,-33.534743202416934
120,-34.78260869565234
121,-33.12101910828029
122,-32.25806451612912
123,-15.057915057915118
124,1.351351351351426
125,-79.16666666666642
126,-23.66412213740446
127,-29.712460063898163
128,23.23943661971725
129,12.17948717948725
130,-27.83505154639165
131,-27.586206896551616
132,-47.019867549669144
133,-28.57142857142849
134,-26.573426573426666
135,-45.09803921568685
136,-38.69731800766315
137,11.888111888110881
138,-30.15873015873069
139,-1.5151515151522703
140,-35.064935064935085
141,-75.38461538461532
142,-49.4949494949499
143,-40.97222222222234
144,-62.328767123288166
145,42.29249011857593
146,-30.00000000000039
147,15.606936416185292
148,28.813559322032923
149,47.540983606556374
150,-34.375000000000114
151,-40.43887147335438
152,-70.69597069597087
153,-28.057553956835065
154,-18.287937743191318
155,-68.85813148788961
156,-43.143812709030286
157,-36.802973977695544
158,-28.825622775800955
159,-41.780821917808346
160,-32.624113475177296
161,-25.5319148936172
162,-31.740614334471434
163,-25.093632958802125
164,-28.802588996763678
165,-65.03496503496551
166,-44.76744186046546
167,-76.89768976897675
168,-43.66197183098616
169,-28.571428571428953
170,-72.60273972602747
171,-70.69597069597089
172,-37.03703703703764
173,-44.02985074626919
174,-49.04458598726142
175,-79.47214076246307
176,-27.536231884058047
177,-64.85623003194937
178,-64.63022508038635
179,-73.9413680781759
180,-73.58490566037737
181,-59.8540145985406
182,-64.63022508038635
183,33.06451612903121
184,-74.76340694006305
185,-76.89768976897675
186,-46.77871148459432
187,-65.11627906976791
188,-20.863309352518687
189,-40.170940170940284
190,26.436781609194384
191,-27.835051546392155
192,-21.93308550185917
193,-23.636363636364067
194,-33.09859154929628
195,-30.69306930693071
196,-39.92932862190853
197,-22.29729729729774
198,-45.848375451263905
199,-15.12915129151355
200,-30.463576158940782
201,-20.86330935251868
202,-22.509225092251462
203,-65.62500000000048
204,-27.536231884058193
205,34.920634920633674
206,-32.69230769230824
207,-37.06293706293729
208,37.93103448275739
209,-34.7079037800694
210,-35.975609756098144
211,22.676579925649477
212,-48.12680115273801
213,-27.335640138408916
214,-37.98449612403131
215,-34.70790378006932
216,-37.304075235109835
217,-57.516339869281616
218,-38.906752411575866
219,-28.571428571429255
220,-47.76119402985135
221,-39.577039274924715
222,26.923076923076955
223,-38.08049535603759
224,-37.0860927152324
225,-55.17241379310383
226,27.79552715654902
227,-35.064935064935675
228,-40.25157232704414
229,-39.597315436242134
230,-42.17687074829981
231,-39.28571428571481
232,-32.86219081272147
233,-33.085501858736606
234,-35.11450381679448
235,-34.02777777777836
236,-48.88178913738073
237,-35.153583617747955
238,-40.972222222222435
239,-3.3333333333336115
240,-45.578231292517344
241,-30.06993006993054
242,39.24050632911282
243,-33.99339933993432
244,48.93617021276683
245,-36.24161073825555
246,-33.333333333333705
247,-58.33333333333376
248,-40.594059405941216
249,-37.69470404984478
250,-29.328621908127918
251,-29.961089494163968
252,-40.98360655737763
253,-61.66134185303578
254,-42.122186495177075
255,-40.76655052264848
256,-37.90849673202659
257,-43.750000000000554
258,-34.02777777777799
259,-45.01718213058477
260,-47.91666666666721
