5, 46.47892053059532, 1573857940.131771
10, 46.743097073560385, 1573858012.037947
15, 63.52937492646629, 1573858088.589851
20, 48.92018326536832, 1573858150.6924021
25, 50.72199243987626, 1573858219.4646685
30, 48.297440301003185, 1573858290.2329597
35, 41.050123725113835, 1573858351.7603989
40, 55.56700835696504, 1573858413.9259453
45, 62.52820226242193, 1573858489.1811283
50, 52.82389407693758, 1573858552.8816352
55, 48.98597572362253, 1573858604.9968872
60, 42.2373573363371, 1573858666.9987574
65, 51.59392239737614, 1573858768.8139257
70, 49.43603457581024, 1573858840.6321647
75, 28.346416665026673, 1573858892.4012933
80, 44.48447059820908, 1573858950.1077878
85, 40.81439628691519, 1573859008.7632222
90, 54.74045917151077, 1573859072.106517
95, 53.24612916022429, 1573859132.7809286
100, 63.442776523264556, 1573859191.106836
105, 68.63236572536456, 1573859263.582715
110, 42.25997554823322, 1573859328.3489513
115, 56.925423734602575, 1573859393.2293143
120, 40.95471464685738, 1573859452.6218114
125, 58.652428375517005, 1573859514.973078
130, 44.41072129097982, 1573859588.9785242
135, 47.00250652037299, 1573859642.7293298
140, 53.51221698208801, 1573859702.0453403
145, 46.06834765381136, 1573859755.281735
150, 50.3878759758379, 1573859836.525127
155, 36.90109184759404, 1573859888.4429803
160, 41.3427333976932, 1573859938.6701572
165, 47.06525267577555, 1573859993.647241
170, 45.880038510139606, 1573860049.1266189
175, 40.9526435674897, 1573860111.1889493
180, 55.30511132268181, 1573860174.4197202
185, 46.88648441583912, 1573860229.7647007
190, 52.05965036397271, 1573860286.83789
195, 48.69365404371219, 1573860362.0512848
200, 49.423172900303825, 1573860416.1143095
205, 32.41470554276661, 1573860467.034794
210, 32.82544760275409, 1573860513.860856
215, 28.296159259153562, 1573860562.4352975
220, 51.61199729690469, 1573860617.8861306
225, 49.21896128465061, 1573860674.495872
230, 25.788537063061323, 1573860721.719351
235, 41.96416580622487, 1573860779.227528
240, 29.28731635046039, 1573860828.641152
245, 41.59301361778414, 1573860882.5982292
250, 37.58078757838729, 1573860943.3874223
255, 54.76787288996377, 1573861009.8506997
260, 23.663139261981676, 1573861068.0967715
265, 39.69616278504354, 1573861114.6466942
270, 20.91910533592712, 1573861156.2182653
275, 29.335761545074526, 1573861203.635864
280, 35.29800911835874, 1573861256.2980514
285, 28.221553364132376, 1573861302.3532958
290, 49.45273108199946, 1573861352.5684016
295, 38.5469159839688, 1573861402.8990595
300, 26.91008234978873, 1573861453.675435
305, 35.792176647265435, 1573861507.6863875
310, 35.140059712495415, 1573861565.1195872
315, 34.95134459077548, 1573862095.9611158
320, 36.54964823421269, 1573862164.0808449
325, 33.90513530255564, 1573862215.7473319
330, 17.35643359552148, 1573862264.3465714
335, 28.681325687676832, 1573862312.5454416
340, 28.43595681346314, 1573862355.517056
345, 36.34828420654985, 1573862406.360118
350, 30.751387837774928, 1573862449.0488927
355, 39.62948164836534, 1573862495.4841118
360, 41.702049750710536, 1573862553.4437406
365, 41.30916118607722, 1573862602.5858066
370, 35.35108237460981, 1573862653.5297477
375, 27.991719697012996, 1573862699.3625026
380, 38.37873102118461, 1573862747.654021
385, 30.082368258652444, 1573862805.5686803
390, 44.961177406857715, 1573862861.5908303
395, 36.77275193587064, 1573862910.1929984
400, 30.806069382615398, 1573862958.8695657
405, 37.55873781830199, 1573863011.2743952
410, 38.829667873309816, 1573863063.4312296
415, 34.32176837473023, 1573863122.5018404
420, 31.258313338996693, 1573863166.6125007
425, 31.666597178426095, 1573863223.434163
430, 49.625937488307564, 1573863279.5508065
435, 37.98976157888888, 1573863328.616299
440, 44.90970602060602, 1573863391.0004778
445, 28.797940976530366, 1573864681.8719134
450, 36.41921192474839, 1573865597.7041812
455, 47.72145152269219, 1573865654.252533
460, 19.89317743197526, 1573865701.0296829
465, 16.48236588623443, 1573865748.6532838
470, 17.92007129862161, 1573865791.7684264
475, 46.47080446089543, 1573865851.314662
480, 25.765372254863628, 1573865901.5691369
485, 43.85790726052212, 1573865957.0806549
490, 43.027196088091976, 1573866015.1094072
495, 35.356976263997, 1573866067.439659
500, 42.49985959664674, 1573866126.2595637
505, 44.73633510177424, 1573866196.8746076
510, 43.28980425079319, 1573867588.8751302
515, 31.553556851800447, 1573869002.8845665
520, 27.831414600076148, 1573870173.873722
525, 40.44197282442316, 1573871389.8710663
530, 47.009967198008596, 1573872798.8732004
535, 45.181828088745945, 1573874210.8739471
540, 45.62116236729557, 1573875589.8752742
545, 26.21269525020829, 1573876745.875154
550, 34.136702373636034, 1573878028.874571
555, 35.41092525742802, 1573879300.87419
560, 42.56508628248447, 1573880841.8742836
565, 45.565971334885155, 1573882255.8743882
570, 42.462653322906164, 1573883558.8722026
575, 40.605229870273014, 1573885026.8743708
580, 35.899433991062594, 1573886332.8734887
585, 42.80757402837655, 1573887820.8737633
590, 39.6900091675658, 1573889049.8741708
595, 36.18970748544978, 1573890278.8737876
600, 28.14468560114804, 1573891429.8748736
605, 44.772586598344176, 1573892814.8726525
610, 28.09731904142447, 1573894042.8702722
615, 32.224580509316226, 1573895178.8685207
620, 36.89887311228631, 1573895248.5332756
625, 35.7988830408437, 1573895298.9125342
630, 24.343332558298947, 1573895350.835751
